NUMERO;CSP;IFSI;PROMO;SEXE;ANNEE;QUESTION1;QUESTION2;QUESTION3;QUESTION4;QUESTION5;QUESTION6;QUESTION7;QUESTION8;QUESTION9;QUESTIO10;QUESTIO11;QUESTION12;QUESTION13;QUESTION14;QUESTION15;QUESTION16;QUESTION17;QUESTION18;QUESTION19;QUESTION20;QUESTION21;QUESTION22;QUESTION23;QUESTION24;QUESTION25;QUESTION26;RANG;Meme place;Affinites;Habitude;Pas Bruit;Pratique;Plac restante;rester conc;;Decrocher;;;;;;;;
479;MAIEU;MAIEU;2010/2014;F;1990;7;6;6;4;4;7;7;7;6;6;1;4;7;5;7;5;5;5;7;4;4;5;6;2;2;6;1;O;NA;NA;NA;O;NA;NA;NA;NA;13.54;NA;NA;NA;NA;NA;NA;NA
480;MAIEU;MAIEU;2010/2014;F;1972;7;6;6;7;5;2;3;7;1;7;1;5;7;4;6;6;5;7;7;6;1;4;7;7;2;7;2;O;NA;O;NA;NA;NA;NA;NA;NA;6.88;NA;NA;NA;NA;NA;NA;NA
481;MAIEU;MAIEU;2010/2014;F;1990;7;6;6;5;4;5;6;6;3;6;3;2;7;4;5;4;4;5;6;3;2;3;4;4;6;6;2;O;O;NA;NA;NA;NA;NA;NA;NA;9.25;NA;NA;NA;NA;NA;NA;NA
482;MAIEU;MAIEU;2010/2014;F;1989;7;4;6;1;4;4;7;7;7;6;4;1;3;3;4;1;3;3;5;6;2;2;4;2;1;6;2;O;O;NA;NA;NA;NA;NA;NA;NA;9.33;NA;NA;NA;NA;NA;NA;NA
483;MAIEU;MAIEU;2010/2014;F;1990;6;5;4;3;3;4;6;5;3;5;2;3;5;4;5;3;3;5;5;4;3;3;4;3;2;5;2;O;NA;NA;NA;NA;NA;NA;NA;NA;6;NA;NA;NA;NA;NA;NA;NA
484;MAIEU;MAIEU;2010/2014;F;1990;7;4;4;2;4;4;5;6;6;5;5;2;5;4;4;2;2;4;6;5;3;3;7;3;5;4;3;O;O;NA;NA;NA;NA;O;NA;NA;12.83;NA;NA;NA;NA;NA;NA;NA
485;MAIEU;MAIEU;2010/2014;F;1990;7;5;4;5;3;3;6;3;7;3;1;2;7;3;5;3;3;4;5;7;4;3;6;3;5;5;3;O;O;NA;NA;NA;NA;NA;NA;NA;8.5;NA;NA;NA;NA;NA;NA;NA
486;MAIEU;MAIEU;2010/2014;F;1991;5;6;3;3;4;6;4;5;5;4;3;4;3;3;5;2;4;5;6;4;6;4;6;5;2;5;3;O;O;O;NA;NA;NA;NA;NA;NA;11.25;NA;NA;NA;NA;NA;NA;NA
487;MAIEU;MAIEU;2010/2014;F;1990;6;6;5;4;4;4;7;4;3;5;1;4;6;4;5;4;4;4;5;4;4;3;3;4;3;5;3;O;NA;O;NA;NA;NA;NA;NA;NA;7.25;NA;NA;NA;NA;NA;NA;NA
488;MAIEU;MAIEU;2010/2014;F;1990;7;7;6;5;5;4;5;5;5;6;5;5;7;5;7;4;5;4;4;4;5;4;5;5;4;6;3;O;O;NA;NA;NA;NA;NA;NA;NA;6.08;NA;NA;NA;NA;NA;NA;NA
489;MAIEU;MAIEU;2010/2014;F;1990;7;6;6;5;4;5;5;6;5;6;4;5;7;6;6;5;5;6;6;5;6;6;6;5;6;6;3;O;O;NA;NA;NA;NA;NA;NA;NA;9;NA;NA;NA;NA;NA;NA;NA
490;MAIEU;MAIEU;2010/2014;M;1990;6;5;4;4;6;4;7;5;6;6;4;6;6;4;6;5;5;5;6;5;5;5;5;5;3;5;4;O;NA;NA;NA;NA;NA;NA;NA;NA;4.42;NA;NA;NA;NA;NA;NA;NA
491;MAIEU;MAIEU;2010/2014;M;1990;7;7;5;6;7;5;7;6;7;7;7;7;5;5;6;7;6;4;5;6;6;5;5;7;7;6;4;O;O;NA;NA;NA;NA;NA;NA;NA;9.88;NA;NA;NA;NA;NA;NA;NA
492;MAIEU;MAIEU;2010/2014;M;1989;7;6;6;5;7;5;5;5;5;7;7;7;7;5;7;5;5;6;6;6;7;5;5;7;6;5;4;O;O;NA;NA;NA;NA;NA;NA;NA;9.33;NA;NA;NA;NA;NA;NA;NA
493;MAIEU;MAIEU;2010/2014;F;1991;7;7;5;4;2;1;7;5;4;6;3;2;5;2;6;2;4;3;4;3;4;2;2;3;1;4;4;O;NA;O;NA;NA;NA;NA;NA;NA;9.5;NA;NA;NA;NA;NA;NA;NA
494;MAIEU;MAIEU;2010/2014;F;1990;7;7;7;4;1;3;7;5;7;7;4;1;5;3;6;2;3;4;6;7;5;4;5;4;7;5;4;O;NA;O;NA;NA;NA;NA;NA;NA;6.67;NA;NA;NA;NA;NA;NA;NA
495;MAIEU;MAIEU;2010/2014;F;1990;7;6;4;1;3;7;1;3;7;6;6;1;7;4;6;3;3;6;6;7;1;1;3;4;4;5;4;O;NA;O;NA;NA;NA;NA;NA;NA;9.08;NA;NA;NA;NA;NA;NA;NA
496;MAIEU;MAIEU;2010/2014;F;1990;7;3;2;1;2;3;5;5;4;3;3;2;5;2;7;5;2;6;5;4;5;4;5;4;1;3;5;NA;O;O;NA;NA;NA;NA;NA;NA;5.92;NA;NA;NA;NA;NA;NA;NA
497;MAIEU;MAIEU;2010/2014;F;1991;7;5;5;4;5;4;6;6;5;7;7;4;6;5;5;4;4;6;7;4;4;4;4;4;6;5;5;O;NA;O;NA;O;NA;NA;NA;NA;11.75;NA;NA;NA;NA;NA;NA;NA
498;MAIEU;MAIEU;2010/2014;F;1990;7;7;4;4;3;4;7;6;6;7;1;2;7;4;7;5;4;7;7;6;4;4;6;6;3;5;5;O;NA;O;NA;NA;NA;NA;O;NA;8.42;NA;NA;NA;NA;NA;NA;NA
499;MAIEU;MAIEU;2010/2014;F;1990;7;5;5;4;7;7;1;4;7;7;1;4;7;4;5;4;4;4;4;7;1;4;5;4;3;4;5;O;NA;O;NA;NA;NA;NA;O;NA;NA;NA;NA;NA;NA;NA;NA;NA
500;MAIEU;MAIEU;2010/2014;F;1990;7;6;6;4;5;5;7;7;5;7;5;5;7;7;7;5;5;7;7;5;3;6;6;4;4;5;5;O;O;NA;NA;NA;NA;NA;NA;NA;6.29;NA;NA;NA;NA;NA;NA;NA
501;MAIEU;MAIEU;2010/2014;F;1990;7;6;6;5;6;6;7;6;6;6;4;4;5;6;6;4;4;3;5;6;3;5;5;4;3;4;5;O;NA;O;NA;NA;NA;NA;O;NA;6.79;NA;NA;NA;NA;NA;NA;NA
502;AUX PUER;AUX PUER;2013;F;1987;6;7;6;5;6;5;6;6;5;6;6;6;6;5;6;5;5;6;6;6;6;5;5;6;5;6;1;O;NA;NA;O;NA;NA;NA;NA;NA;15;NA;NA;NA;NA;NA;NA;NA
503;AUX PUER;AUX PUER;2013;F;1994;7;6;5;4;4;5;6;5;4;7;6;4;4;5;7;5;5;6;6;3;5;5;5;5;7;6;1;N;NA;NA;NA;NA;NA;O;NA;NA;15.75;NA;NA;NA;NA;NA;NA;NA
504;AUX PUER;AUX PUER;2013;F;1981;6;6;6;6;6;6;6;6;6;6;5;5;5;7;6;6;6;6;7;7;5;7;7;6;6;6;1;O;NA;NA;O;NA;NA;NA;NA;NA;13.25;NA;NA;NA;NA;NA;NA;NA
505;AUX PUER;AUX PUER;2013;F;1980;7;7;5;5;4;6;7;7;4;7;4;4;6;7;7;6;6;6;7;5;4;6;7;6;3;7;2;N;O;NA;O;O;NA;NA;NA;NA;15;NA;NA;NA;NA;NA;NA;NA
506;AUX PUER;AUX PUER;2013;F;1979;7;7;4;4;4;7;7;7;7;4;1;4;7;7;7;4;4;7;7;7;7;7;7;5;6;7;2;N;NA;NA;O;NA;NA;NA;NA;NA;15;NA;NA;NA;NA;NA;NA;NA
507;AUX PUER;AUX PUER;2013;F;1988;7;5;6;7;5;7;4;6;4;7;7;5;6;4;5;4;5;5;6;4;4;6;6;5;2;6;2;N;O;NA;NA;NA;NA;O;NA;NA;15.25;NA;NA;NA;NA;NA;NA;NA
508;AUX PUER;AUX PUER;2013;F;1986;7;7;6;5;4;7;7;7;7;6;4;4;7;4;6;4;5;7;5;4;5;4;4;4;5;6;3;O;NA;NA;NA;O;NA;O;NA;NA;11.75;NA;NA;NA;NA;NA;NA;NA
509;AUX PUER;AUX PUER;2013;F;1981;7;7;5;4;6;3;6;6;4;7;1;7;7;3;7;4;4;4;7;1;1;1;4;4;1;7;3;O;NA;NA;NA;NA;NA;NA;NA;NA;11.75;NA;NA;NA;NA;NA;NA;NA
510;AUX PUER;AUX PUER;2013;F;1978;7;7;6;7;7;1;7;4;1;7;1;7;7;4;7;7;7;4;4;7;7;4;7;7;4;7;3;N;NA;NA;NA;O;NA;NA;NA;NA;13.25;NA;NA;NA;NA;NA;NA;NA
511;AUX PUER;AUX PUER;2013;F;1976;7;6;7;4;7;1;7;4;1;7;1;4;4;4;7;3;3;7;4;4;4;1;7;4;1;7;3;O;NA;NA;NA;NA;NA;NA;NA;NA;12;NA;NA;NA;NA;NA;NA;NA
512;AUX PUER;AUX PUER;2013;F;1971;7;6;5;4;2;5;5;6;7;5;5;3;5;5;5;4;4;5;4;5;6;4;5;3;3;4;3;O;NA;NA;NA;NA;O;O;NA;NA;8.5;NA;NA;NA;NA;NA;NA;NA
513;AUX PUER;AUX PUER;2013;F;1990;5;6;4;4;6;6;7;7;5;6;2;6;5;5;5;4;4;6;6;5;5;5;6;4;3;4;3;N;NA;NA;NA;O;NA;NA;NA;NA;15.25;NA;NA;NA;NA;NA;NA;NA
514;AUX PUER;AUX PUER;2013;F;1979;6;6;4;4;5;5;4;7;5;7;7;4;6;3;4;4;5;6;6;4;1;2;3;4;4;5;4;N;O;NA;NA;NA;O;NA;NA;NA;12.75;NA;NA;NA;NA;NA;NA;NA
515;AUX PUER;AUX PUER;2013;F;1968;6;6;6;4;6;5;5;6;6;6;2;5;7;6;6;4;4;6;6;5;3;5;6;5;2;4;4;N;NA;NA;NA;NA;O;NA;NA;NA;15;NA;NA;NA;NA;NA;NA;NA
516;AUX PUER;AUX PUER;2013;F;1983;7;5;5;4;4;4;6;6;7;6;4;4;5;4;6;5;5;5;7;4;3;3;5;6;3;5;4;N;NA;NA;NA;NA;NA;NA;NA;NA;16;NA;NA;NA;NA;NA;NA;NA
517;AUX PUER;AUX PUER;2013;F;1977;7;5;5;4;5;1;2;5;3;6;1;3;4;6;7;5;5;7;7;5;1;4;5;6;4;4;4;N;O;NA;NA;O;NA;NA;NA;NA;14.25;NA;NA;NA;NA;NA;NA;NA
518;AUX PUER;AUX PUER;2013;F;1984;7;7;5;5;5;3;6;7;3;6;3;5;7;6;7;6;5;7;6;3;3;6;6;5;3;6;4;O;NA;NA;NA;O;NA;NA;NA;NA;14;NA;NA;NA;NA;NA;NA;NA
519;AUX PUER;AUX PUER;2013;F;1992;7;7;7;5;5;5;7;7;7;7;4;4;7;6;7;5;5;6;7;6;4;5;7;5;7;5;5;N;NA;NA;NA;NA;O;NA;NA;NA;14.75;NA;NA;NA;NA;NA;NA;NA
520;AUX PUER;AUX PUER;2013;F;1990;7;7;7;5;5;6;7;5;5;6;5;5;7;7;5;5;5;6;7;5;5;7;7;5;5;6;5;N;NA;NA;NA;NA;O;NA;NA;NA;16.5;NA;NA;NA;NA;NA;NA;NA
521;AUX PUER;AUX PUER;2013;F;1992;7;7;6;5;5;6;6;7;4;6;6;5;7;7;6;5;5;7;7;5;5;5;7;6;5;6;5;N;NA;NA;NA;NA;NA;NA;NA;NA;14.5;NA;NA;NA;NA;NA;NA;NA
522;AUX PUER;AUX PUER;2013;F;1990;6;7;6;5;6;5;7;5;6;6;5;6;6;6;6;6;6;5;6;4;7;5;6;6;7;6;6;O;O;NA;NA;NA;NA;NA;NA;NA;12.75;NA;NA;NA;NA;NA;NA;NA
523;AUX PUER;AUX PUER;2013;F;1981;7;7;7;7;7;4;7;7;7;7;7;7;7;5;7;5;5;7;7;7;5;7;7;5;7;6;7;N;O;NA;NA;NA;NA;NA;NA;NA;14.75;NA;NA;NA;NA;NA;NA;NA
524;AUX PUER;AUX PUER;2013;F;1980;7;5;6;6;6;4;7;6;5;7;6;5;7;5;7;6;6;7;7;7;6;6;7;6;6;7;7;N;NA;NA;NA;NA;O;NA;NA;NA;16;NA;NA;NA;NA;NA;NA;NA
525;AUX PUER;AUX PUER;2013;F;1982;7;6;6;5;7;5;4;4;4;7;3;7;7;5;7;6;7;7;7;6;5;4;7;7;6;6;7;N;NA;NA;NA;NA;O;NA;NA;NA;13.25;NA;NA;NA;NA;NA;NA;NA
526;AUX PUER;AUX PUER;2013;F;1975;7;7;6;7;7;6;1;7;4;7;2;7;7;5;7;7;7;7;7;7;6;4;6;7;7;7;7;N;NA;NA;NA;NA;O;NA;NA;NA;11.5;NA;NA;NA;NA;NA;NA;NA
527;AUX PUER;AUX PUER;2013;F;1993;7;7;5;4;4;5;7;7;7;6;7;4;6;5;6;5;5;6;6;5;2;5;5;5;6;5;7;O;NA;NA;NA;O;NA;NA;NA;NA;12.75;NA;NA;NA;NA;NA;NA;NA
528;AUX PUER;AUX PUER;2013;F;1991;7;5;6;5;4;6;7;7;6;7;5;5;6;6;6;6;5;6;7;6;4;5;6;6;7;6;7;O;NA;NA;NA;O;NA;NA;NA;NA;14.5;NA;NA;NA;NA;NA;NA;NA
529;AUX PUER;AUX PUER;2013;F;1993;7;6;5;4;4;5;6;7;7;7;6;5;7;4;6;5;4;5;7;6;5;3;4;4;5;6;7;O;NA;NA;NA;O;NA;NA;NA;NA;13;NA;NA;NA;NA;NA;NA;NA
530;AUX PUER;AUX PUER;2013;F;1990;5;7;7;4;5;4;7;7;4;5;5;5;7;5;5;5;5;5;5;4;7;7;5;5;6;5;7;N;NA;NA;NA;O;NA;NA;NA;NA;14.75;NA;NA;NA;NA;NA;NA;NA
531;AUX PUER;AUX PUER;2013;F;1990;7;6;6;5;5;5;6;6;6;6;6;5;6;4;7;5;6;5;7;5;5;6;6;6;6;6;8;N;NA;NA;NA;NA;O;NA;NA;NA;13;NA;NA;NA;NA;NA;NA;NA
532;AUX PUER;AUX PUER;2013;F;1980;5;5;5;4;4;5;6;6;5;7;6;5;7;5;7;6;6;6;6;7;3;5;5;5;6;7;8;O;NA;NA;NA;NA;O;NA;NA;NA;13.75;NA;NA;NA;NA;NA;NA;NA
533;AUX PUER;AUX PUER;2013;F;1989;6;6;7;6;6;6;7;5;6;7;6;5;7;6;7;7;6;7;6;7;5;5;5;6;5;6;8;N;NA;NA;NA;NA;O;NA;NA;NA;6;NA;NA;NA;NA;NA;NA;NA
534;AUX PUER;AUX PUER;2013;F;1991;6;7;7;5;5;6;6;7;7;6;6;6;6;6;7;5;5;5;6;5;6;6;6;5;6;5;8;O;NA;NA;NA;NA;NA;NA;NA;NA;10.25;NA;NA;NA;NA;NA;NA;NA
535;AUX PUER;AUX PUER;2013;F;1965;7;7;7;6;7;6;7;6;7;7;5;7;7;5;7;6;7;7;7;7;6;6;7;7;5;7;8;N;NA;NA;NA;NA;O;NA;NA;NA;12.25;NA;NA;NA;NA;NA;NA;NA
536;AUX PUER;AUX PUER;2013;F;1980;7;4;4;6;7;1;7;3;1;7;1;7;5;1;7;6;6;2;4;5;1;1;4;7;4;4;8;N;NA;NA;NA;NA;NA;NA;NA;NA;13.25;NA;NA;NA;NA;NA;NA;NA
537;AUX PUER;AUX PUER;2013;F;1987;7;5;6;5;6;5;7;7;7;6;7;6;7;6;7;5;6;6;7;6;6;5;6;6;6;6;8;N;NA;NA;NA;NA;O;NA;NA;NA;14.5;NA;NA;NA;NA;NA;NA;NA
538;AUX PUER;AUX PUER;2013;F;1993;5;7;3;5;5;6;7;7;7;7;5;4;3;5;4;3;3;7;5;2;3;4;6;6;7;5;8;N;NA;NA;NA;NA;O;NA;NA;NA;11.25;NA;NA;NA;NA;NA;NA;NA
539;AUX PUER;AUX PUER;2013;F;1992;7;5;6;4;5;3;7;5;6;7;7;5;7;3;6;4;6;5;7;7;5;3;5;7;7;6;9;N;NA;NA;NA;NA;O;NA;NA;NA;12;NA;NA;NA;NA;NA;NA;NA
540;AUX PUER;AUX PUER;2013;F;1993;7;7;5;4;4;7;5;5;7;7;5;5;7;5;4;4;4;4;4;5;4;3;5;4;4;5;9;N;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
541;ET IADE;ET IADE;2012/2014;M;1974;7;4;6;7;6;6;7;5;4;7;4;5;6;6;6;7;7;7;6;6;1;5;6;5;5;6;1;O;NA;NA;NA;NA;NA;NA;NA;NA;14.6;NA;NA;NA;NA;NA;NA;NA
542;ET IADE;ET IADE;2012/2014;F;1973;7;7;2;7;6;1;7;5;7;7;4;6;7;4;7;7;7;2;2;4;6;5;6;7;1;7;1;O;NA;O;NA;NA;NA;NA;NA;NA;14.6;NA;NA;NA;NA;NA;NA;NA
543;ET IADE;ET IADE;2012/2014;F;1986;7;5;2;3;5;6;7;6;5;7;6;4;5;4;6;5;5;6;6;5;4;4;5;5;1;6;2;O;O;O;NA;NA;NA;NA;NA;NA;16.5;NA;NA;NA;NA;NA;NA;NA
544;ET IADE;ET IADE;2012/2014;M;1980;7;7;4;5;3;6;7;4;6;5;6;3;5;4;6;5;5;4;5;5;4;3;5;5;6;6;2;O;NA;O;NA;NA;NA;NA;NA;NA;16.5;NA;NA;NA;NA;NA;NA;NA
545;ET IADE;ET IADE;2012/2014;F;1980;7;4;1;4;3;3;4;4;4;5;4;4;4;1;3;4;3;4;1;4;2;1;1;4;3;4;2;O;NA;O;NA;NA;NA;NA;NA;NA;16.5;NA;NA;NA;NA;NA;NA;NA
546;ET IADE;ET IADE;2012/2014;F;1983;7;6;6;4;4;4;7;6;5;7;2;4;7;5;6;4;5;7;6;6;5;5;5;4;2;4;3;O;NA;NA;NA;NA;NA;NA;NA;NA;13.7;NA;NA;NA;NA;NA;NA;NA
547;ET IADE;ET IADE;2012/2014;F;1971;6;4;6;4;4;4;4;6;6;6;4;6;6;6;6;6;6;6;6;6;4;6;6;4;4;6;3;O;NA;NA;NA;NA;NA;NA;NA;NA;13.7;NA;NA;NA;NA;NA;NA;NA
548;ET IADE;ET IADE;2012/2014;F;1984;6;5;6;5;5;2;5;4;4;6;4;4;6;3;3;3;4;3;3;3;4;2;3;3;3;4;3;O;NA;NA;NA;NA;NA;NA;NA;NA;13.7;NA;NA;NA;NA;NA;NA;NA
549;ET IADE;ET IADE;2012/2014;F;1972;7;6;5;5;5;5;6;5;5;6;3;5;4;4;5;5;4;5;4;5;2;4;5;4;2;5;4;O;O;NA;NA;O;NA;NA;NA;NA;13.7;NA;NA;NA;NA;NA;NA;NA
550;ET IADE;ET IADE;2012/2014;F;1981;7;6;4;5;4;5;6;5;5;6;5;4;6;2;6;5;5;4;3;5;4;3;4;5;4;5;4;O;O;NA;NA;NA;NA;NA;NA;NA;14.6;NA;NA;NA;NA;NA;NA;NA
551;ET IADE;ET IADE;2012/2014;M;1984;6;6;7;7;6;7;3;6;7;7;7;6;6;6;6;4;7;6;6;4;3;6;4;5;6;5;4;O;O;NA;NA;NA;NA;NA;NA;NA;16.5;NA;NA;NA;NA;NA;NA;NA
552;ET IADE;ET IADE;2012/2014;M;1984;6;6;3;5;5;5;5;4;3;6;5;4;6;2;6;6;3;6;3;4;5;4;5;4;3;4;5;O;NA;NA;NA;NA;NA;NA;NA;NA;14.3;NA;NA;NA;NA;NA;NA;NA
553;ET IADE;ET IADE;2012/2014;F;1982;7;4;4;6;2;5;7;5;5;7;1;2;7;5;5;5;6;7;4;1;7;7;5;5;6;7;5;O;NA;O;NA;NA;NA;NA;NA;NA;17;NA;NA;NA;NA;NA;NA;NA
554;ET IADE;ET IADE;2012/2014;F;1982;5;5;2;5;3;4;1;2;4;5;2;2;5;2;4;4;4;3;2;5;2;5;4;4;5;6;5;O;O;O;NA;O;NA;NA;NA;NA;17;NA;NA;NA;NA;NA;NA;NA
555;ET IADE;ET IADE;2012/2014;M;1986;5;3;5;3;3;3;2;3;4;5;4;3;5;4;3;3;4;5;5;4;3;4;3;3;4;5;5;O;NA;O;NA;NA;NA;NA;NA;NA;17;NA;NA;NA;NA;NA;NA;NA
556;ET IADE;ET IADE;2012/2014;M;1979;6;6;5;6;6;4;6;6;2;7;5;5;6;6;7;6;6;5;7;4;5;6;5;6;4;7;6;O;NA;O;NA;NA;NA;NA;NA;NA;17;NA;NA;NA;NA;NA;NA;NA
557;ET IADE;ET IADE;2012/2014;M;1985;6;7;5;6;5;3;6;6;2;7;4;2;6;5;7;6;6;3;5;5;3;5;5;5;3;6;6;O;NA;O;NA;NA;NA;NA;NA;NA;14.3;NA;NA;NA;NA;NA;NA;NA
558;ET IADE;ET IADE;2012/2014;M;1984;6;6;6;6;5;5;4;4;3;7;2;3;7;6;6;5;5;5;5;5;4;6;7;5;2;5;6;O;NA;NA;NA;NA;NA;NA;NA;NA;14.3;NA;NA;NA;NA;NA;NA;NA
559;ET IADE;ET IADE;2012/2014;M;1981;5;6;6;4;5;3;5;4;5;6;2;5;6;1;7;5;4;5;5;4;4;2;4;4;4;5;6;O;NA;O;NA;NA;NA;NA;NA;NA;14.3;NA;NA;NA;NA;NA;NA;NA
560;ET IADE;ET IADE;2012/2014;F;1985;7;7;4;5;5;5;6;5;5;6;4;4;6;4;5;3;3;4;3;4;4;6;4;1;4;4;7;O;NA;NA;NA;NA;NA;NA;NA;NA;15.1;NA;NA;NA;NA;NA;NA;NA
561;ET IADE;ET IADE;2012/2014;M;1974;7;4;4;4;1;4;3;6;6;5;2;1;5;4;3;3;3;NA;NA;NA;2;5;6;1;1;2;7;O;NA;NA;NA;NA;NA;NA;NA;NA;14.6;NA;NA;NA;NA;NA;NA;NA
562;ET IADE;ET IADE;2012/2014;M;1987;6;4;6;5;1;1;4;4;1;7;1;1;6;3;5;1;5;2;4;1;2;4;3;2;1;2;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;15.1;NA;NA;NA;NA;NA;NA;NA
563;ETCADRE;ETCADRE;2013/2014;F;1977;7;6;6;3;3;4;6;4;5;6;3;2;6;4;6;5;4;5;6;4;2;4;6;2;6;4;1;N;NA;NA;O;NA;NA;NA;NA;NA;11;NA;NA;NA;NA;NA;NA;NA
564;ETCADRE;ETCADRE;2013/2014;M;1973;7;6;4;6;4;3;6;4;3;6;3;3;7;6;6;5;5;7;5;6;4;6;6;5;2;6;1;O;NA;O;NA;NA;NA;NA;NA;NA;15;NA;NA;NA;NA;NA;NA;NA
565;ETCADRE;ETCADRE;2013/2014;F;1975;7;7;7;7;7;7;4;7;4;7;4;7;7;7;7;7;7;7;7;7;5;7;7;7;4;7;1;O;NA;O;NA;NA;NA;NA;NA;NA;14;NA;NA;NA;NA;NA;NA;NA
566;ETCADRE;ETCADRE;2013/2014;F;1961;6;6;5;4;5;5;6;6;1;7;1;4;6;7;7;4;5;7;7;7;1;7;7;5;1;7;1;O;NA;NA;NA;O;NA;NA;NA;NA;11;NA;NA;NA;NA;NA;NA;NA
567;ETCADRE;ETCADRE;2013/2014;F;1967;7;5;6;4;6;7;5;5;6;7;4;6;7;7;6;5;6;7;4;6;4;6;7;5;3;6;1;O;NA;NA;NA;O;NA;O;NA;NA;13;NA;NA;NA;NA;NA;NA;NA
568;ETCADRE;ETCADRE;2013/2014;F;1969;5;3;5;4;4;4;4;4;2;5;1;2;6;5;5;4;5;5;4;5;2;5;4;4;1;4;2;O;NA;NA;NA;O;NA;NA;NA;NA;13;NA;NA;NA;NA;NA;NA;NA
569;ETCADRE;ETCADRE;2013/2014;F;1973;6;2;6;6;5;6;5;1;2;6;1;6;6;6;6;4;6;7;2;6;2;5;6;6;1;5;2;O;O;NA;NA;O;NA;NA;NA;NA;14;NA;NA;NA;NA;NA;NA;NA
570;ETCADRE;ETCADRE;2013/2014;F;1971;7;6;4;4;5;5;7;6;7;7;4;2;7;5;7;7;7;7;5;5;1;4;7;7;7;7;2;O;NA;NA;NA;NA;NA;NA;NA;NA;10;NA;NA;NA;NA;NA;NA;NA
571;ETCADRE;ETCADRE;2013/2014;F;1980;3;2;6;4;4;4;1;1;1;4;1;3;7;4;1;3;2;4;3;6;2;6;6;5;1;5;2;O;O;NA;O;NA;NA;NA;NA;NA;11;NA;NA;NA;NA;NA;NA;NA
572;ETCADRE;ETCADRE;2013/2014;F;1981;7;4;6;4;7;5;4;5;1;7;7;5;7;7;5;6;7;5;6;6;5;7;5;6;5;6;3;N;NA;NA;NA;NA;NA;NA;NA;NA;13;NA;NA;NA;NA;NA;NA;NA
573;ETCADRE;ETCADRE;2013/2014;M;1979;7;7;4;5;3;1;3;5;1;6;2;2;6;5;5;4;4;4;5;5;3;5;4;4;1;4;3;N;NA;NA;NA;NA;NA;NA;NA;NA;11;NA;NA;NA;NA;NA;NA;NA
574;ETCADRE;ETCADRE;2013/2014;F;1981;5;4;4;4;5;2;7;6;7;6;3;4;7;5;7;4;4;7;6;5;6;4;7;3;5;6;4;O;O;NA;NA;NA;NA;NA;NA;NA;13;NA;NA;NA;NA;NA;NA;NA
575;ETCADRE;ETCADRE;2013/2014;F;1962;7;3;5;7;3;3;7;4;6;6;3;3;7;3;6;6;6;6;5;6;6;5;5;6;1;7;5;O;NA;NA;NA;NA;NA;NA;NA;NA;14;NA;NA;NA;NA;NA;NA;NA
576;ETCADRE;ETCADRE;2013/2014;F;1968;4;4;4;4;4;5;4;5;5;5;3;4;6;4;4;4;4;5;4;4;4;4;5;4;4;4;5;O;NA;NA;NA;NA;NA;NA;NA;NA;15;NA;NA;NA;NA;NA;NA;NA
577;ETCADRE;ETCADRE;2013/2014;F;1980;7;4;6;1;1;6;7;4;5;7;4;1;6;4;4;4;6;7;6;6;1;4;7;4;2;7;5;O;O;;;;;;;;13;;;;;;;
578;ETCADRE;ETCADRE;2013/2014;F;1984;7;5;7;4;5;6;4;7;1;6;5;5;7;7;6;5;5;7;7;7;3;7;7;5;5;6;5;O;;;;;;;;;14;;;;;;;
579;ET IADE;ET IADE;2013/2015;M;1984;5;7;7;3;2;5;3;5;7;6;2;2;7;6;7;2;2;6;7;5;2;7;7;3;7;4;1;O;;;;;;;;;16;;;;;;;
580;ET IADE ;ET IADE ;2013/2015;F;1986;4;4;6;2;2;1;1;4;3;5;1;4;4;5;4;2;1;5;5;5;4;4;5;4;1;5;2;O;O;;;;;;;;16;;;;;;;
581;ET IADE ;ET IADE ;2013/2015;M;1980;7;6;5;5;2;3;3;6;4;5;1;2;7;5;5;4;4;6;6;5;2;4;6;4;3;5;2;O;O;O;;;;;;;12;;;;;;;
582;ET IADE;ET IADE;2013/2015;F;1980;7;7;5;5;1;7;4;6;6;6;4;1;4;5;5;4;3;5;6;4;4;4;5;5;5;5;3;O;;;;;;;;;12;;;;;;;
583;ET IADE;ET IADE;2013/2015;F;1980;7;3;7;4;6;3;7;6;2;6;5;4;7;4;3;4;4;7;6;3;2;4;4;6;4;6;3;O;O;;;;;;;;16;;;;;;;
584;ET IADE;ET IADE;2013/2015;F;1979;7;6;6;6;5;6;7;7;6;6;7;5;7;7;6;6;6;6;6;6;5;7;7;5;6;5;3;O;;;;;;;;;16;;;;;;;
585;ET IADE;ET IADE;2013/2015;F;1978;5;6;5;5;3;6;5;7;5;7;5;2;3;6;4;4;4;6;6;4;3;5;5;3;5;5;3;O;O;O;;;;;;;16;;;;;;;
586;ET IADE;ET IADE;2013/2015;M;1986;7;5;5;4;4;6;4;6;5;5;4;2;6;4;4;4;4;4;5;6;1;4;7;4;5;5;4;O;O;;;;;;;;12;;;;;;;
587;ET IADE;ET IADE;2013/2015;M;1988;7;6;7;4;5;6;2;7;4;5;3;4;7;4;5;5;5;7;4;5;1;5;7;4;1;4;4;O;O;O;;;;;;;12;;;;;;;
